Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Amyloid Fibril Formation (GO:1990000),3/24,1.269143704595147e-07,2.411373038730779e-05,0,0,475.4761904761905,7550.444569717321,FUS;TARDBP;HNRNPA1
GO_Biological_Process_2023,RNA Transport (GO:0050658),3/39,5.711381861374135e-07,5.425812768305428e-05,0,0,277.15277777777777,3984.2470753784846,ATXN2;HNRNPA2B1;HNRNPA1
GO_Biological_Process_2023,Negative Regulation Of Receptor Internalization (GO:0002091),2/13,1.4003865212668664e-05,0.0006651835976017614,0,0,518.961038961039,5800.000520859682,ATXN2;UBQLN2
GO_Biological_Process_2023,Cellular Response To Arsenic-Containing Substance (GO:0071243),2/13,1.4003865212668664e-05,0.0006651835976017614,0,0,518.961038961039,5800.000520859682,VCP;HNRNPA1
GO_Biological_Process_2023,Regulation Of Vacuole Organization (GO:0044088),2/17,2.4394349832130377e-05,0.0009269852936209544,0,0,380.4952380952381,4041.30042892081,C9ORF72;UBQLN2
GO_Biological_Process_2023,Negative Regulation Of Receptor-Mediated Endocytosis (GO:0048261),2/26,5.8173471398850856e-05,0.0016499026631759,0,0,237.70238095238096,2318.092902661022,ATXN2;UBQLN2
GO_Biological_Process_2023,RNA Processing (GO:0006396),3/183,6.078588759069449e-05,0.0016499026631759,0,0,55.03055555555556,534.2450479416408,FUS;HNRNPA2B1;TARDBP
GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),2/35,0.0001062792531246727,0.0025241322617109,0,0,172.7965367965368,1580.9916258965322,HNRNPA2B1;HNRNPA1
GO_Biological_Process_2023,Regulation Of Autophagosome Assembly (GO:2000785),2/40,0.0001391618496477865,0.0029378612703421,0,0,150.02255639097746,1332.181235322806,C9ORF72;UBQLN2
GO_Biological_Process_2023,mRNA Stabilization (GO:0048255),2/53,0.0002451086696044955,0.0046570647224854,0,0,111.70868347338936,928.7246464608792,FUS;TARDBP
GO_Biological_Process_2023,Post-Transcriptional Regulation Of Gene Expression (GO:0010608),2/57,0.0002836202452128778,0.004842033043475,0,0,103.56363636363636,845.8947720867603,ATXN2;MATR3
GO_Biological_Process_2023,Supramolecular Fiber Organization (GO:0097435),3/316,0.00030581261327210685,0.004842033043475,0,0,31.43450479233227,254.38492512522757,FUS;TARDBP;HNRNPA1
GO_Biological_Process_2023,RNA Export From Nucleus (GO:0006405),2/65,0.0003689413127509055,0.0053922191863593,0,0,90.37641723356008,714.4140977699672,HNRNPA2B1;HNRNPA1
GO_Biological_Process_2023,Ubiquitin-Dependent ERAD Pathway (GO:0030433),2/73,0.00046527396164461245,0.0062202243818096,0,0,80.16096579476861,615.0658047802893,VCP;UBQLN2
GO_Biological_Process_2023,Negative Regulation Of Phosphorylation (GO:0042326),2/75,0.000491070345932343,0.0062202243818096,0,0,77.95694716242662,593.9479909744274,TARDBP;C9ORF72
GO_Biological_Process_2023,Negative Regulation Of Protein Modification Process (GO:0031400),2/78,0.000531045873820972,0.0062426039272208,0,0,74.86842105263158,564.557468792758,TARDBP;C9ORF72
GO_Biological_Process_2023,Regulation Of Organelle Assembly (GO:1902115),2/80,0.0005585487724355496,0.0062426039272208,0,0,72.94139194139194,546.3433247063356,C9ORF72;UBQLN2
GO_Biological_Process_2023,Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),2/83,0.000601079507019862,0.006344728129654,0,0,70.22927689594356,520.8753309298078,VCP;UBQLN2
GO_Biological_Process_2023,ERAD Pathway (GO:0036503),2/89,0.0006907239434039323,0.0068586179148343,0,0,65.36617405582923,475.7200012828067,VCP;UBQLN2
GO_Biological_Process_2023,Regulation Of RNA Metabolic Process (GO:0051252),2/91,0.0007219597805088817,0.0068586179148343,0,0,63.8908507223114,462.15709629345855,FUS;HNRNPA1
GO_Biological_Process_2023,Regulation Of Macroautophagy (GO:0016241),2/96,0.0008030028509983682,0.0072251725953485,0,0,60.47720364741642,431.03024068559233,C9ORF72;UBQLN2
GO_Biological_Process_2023,RNA Splicing (GO:0008380),2/98,0.0008365989320929864,0.0072251725953485,0,0,59.211309523809526,419.5811550666976,FUS;TARDBP
GO_Biological_Process_2023,Regulation Of RNA Splicing (GO:0043484),2/102,0.0009058066747473116,0.0074827507913908,0,0,56.831428571428575,398.1998986620522,FUS;HNRNPA1
GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),4/1127,0.0010053695452714,0.0079591755667324,0,0,13.44113980409617,92.77612470533808,FUS;MATR3;TARDBP;HNRNPA1
GO_Biological_Process_2023,Non-Membrane-Bounded Organelle Assembly (GO:0140694),2/135,0.001578360143681,0.0119955370919757,0,0,42.65950590762621,275.2122077678038,ATXN2;C9ORF72
GO_Biological_Process_2023,Negative Regulation Of Protein Phosphorylation (GO:0001933),2/149,0.0019177651393017,0.0140144375564359,0,0,38.56948493683188,241.31363738453817,TARDBP;C9ORF72
GO_Biological_Process_2023,Positive Regulation Of Mitochondrial Membrane Potential (GO:0010918),1/5,0.0022481605524021,0.0152553751770146,0,0,624.59375,3808.549663430724,VCP
GO_Biological_Process_2023,Negative Regulation Of Protein Localization To Chromatin (GO:0120186),1/5,0.0022481605524021,0.0152553751770146,0,0,624.59375,3808.549663430724,VCP
GO_Biological_Process_2023,G-quadruplex DNA Unwinding (GO:0044806),1/6,0.0026972559359141,0.0160149571194904,0,0,499.65,2955.689739283532,HNRNPA2B1
GO_Biological_Process_2023,protein-DNA Covalent Cross-Linking Repair (GO:0106300),1/6,0.0026972559359141,0.0160149571194904,0,0,499.65,2955.689739283532,VCP
