Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Aromatic Compound Catabolic Process (GO:0019439),3/7,2.6246508132742678e-11,3.674511138583976e-10,0,0,59979.0,1461297.6563038894,PON3;PON2;PON1
GO_Biological_Process_2023,Carboxylic Acid Catabolic Process (GO:0046395),2/17,2.038914846846684e-06,1.4272403927926786e-05,0,0,2664.266666666667,34910.13345576268,PON3;PON1
GO_Biological_Process_2023,Carboxylic Acid Metabolic Process (GO:0019752),2/33,7.911689670162182e-06,3.692121846075685e-05,0,0,1288.1290322580646,15131.86967674095,PON3;PON1
GO_Biological_Process_2023,Organophosphate Catabolic Process (GO:0046434),1/12,0.0017989757687595,0.0058760717415387,0,0,908.4545454545456,5741.921288120221,PON1
GO_Biological_Process_2023,Positive Regulation Of Transporter Activity (GO:0032411),1/14,0.0020985970505495,0.0058760717415387,0,0,768.6153846153846,4739.656184381286,PON1
GO_Biological_Process_2023,Positive Regulation Of Cholesterol Efflux (GO:0010875),1/22,0.003296484417552,0.007691796974288,0,0,475.6190476190476,2718.114679972292,PON1
GO_Biological_Process_2023,Positive Regulation Of Cholesterol Transport (GO:0032376),1/31,0.0046429637132384,0.0083868710358888,0,0,332.78333333333336,1787.845973802925,PON1
GO_Biological_Process_2023,Regulation Of Cholesterol Efflux (GO:0010874),1/32,0.0047924977347936,0.0083868710358888,0,0,322.03225806451616,1719.8788256956173,PON1
GO_Biological_Process_2023,Positive Regulation Of Transport (GO:0051050),1/50,0.0074815523734162,0.0115187129219271,0,0,203.55102040816325,996.4463577649728,PON1
GO_Biological_Process_2023,Phosphatidylcholine Metabolic Process (GO:0046470),1/55,0.0082276520870908,0.0115187129219271,0,0,184.65740740740745,886.4025678735231,PON1
GO_Biological_Process_2023,Glycerophospholipid Metabolic Process (GO:0006650),1/62,0.0092715637729413,0.0118001720746526,0,0,163.40983606557376,764.8892871354384,PON1
GO_Biological_Process_2023,Negative Regulation Of Cellular Component Organization (GO:0051129),1/79,0.0118037291244741,0.0137710173118865,0,0,127.68589743589745,566.841082547516,PON1
GO_Biological_Process_2023,Positive Regulation Of Binding (GO:0051099),1/91,0.0135885408650015,0.0146338132392323,0,0,110.59444444444443,475.39336307702496,PON1
GO_Biological_Process_2023,Negative Regulation Of Multicellular Organismal Process (GO:0051241),1/231,0.034252829422407,0.034252829422407,0,0,42.971739130434784,144.98605081167062,PON1
