Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Mitophagy,3/68,7.462970555691459e-07,3.059817927833498e-05,0,0,306.6,4325.556373436592,TBK1;SQSTM1;OPTN
KEGG_2021_Human,Amyotrophic lateral sclerosis,4/364,1.5728617497448427e-06,3.224366586976928e-05,0,0,109.07777777777778,1457.5642215840758,TBK1;SQSTM1;OPTN;SOD1
KEGG_2021_Human,Pathways of neurodegeneration,4/475,4.537615134492924e-06,6.201407350473662e-05,0,0,82.90021231422506,1019.9303469568696,TBK1;SQSTM1;OPTN;SOD1
KEGG_2021_Human,RIG-I-like receptor signaling pathway,2/70,0.0001794913683411133,0.0018397865254964,0,0,146.51470588235293,1263.745517603841,CYLD;TBK1
KEGG_2021_Human,Longevity regulating pathway,2/102,0.000381209751704544,0.0031259199639772,0,0,99.47,783.043835264899,PPARGC1A;SOD1
KEGG_2021_Human,Osteoclast differentiation,2/127,0.0005901559910953087,0.0040193662503916,0,0,79.476,590.9138883457242,CYLD;SQSTM1
KEGG_2021_Human,Autophagy,2/137,0.0006862332622619815,0.0040193662503916,0,0,73.55185185185185,535.7732363146357,TBK1;SQSTM1
KEGG_2021_Human,Necroptosis,2/159,0.0009225488218765396,0.0047280627121172,0,0,63.17515923566879,441.4914039737281,CYLD;SQSTM1
KEGG_2021_Human,Shigellosis,2/246,0.0021876559532571,0.0099659882315046,0,0,40.47131147540984,247.8837332475093,TBK1;SQSTM1
KEGG_2021_Human,Huntington disease,2/306,0.0033605119349951,0.0137780989334799,0,0,32.38486842105263,184.45326298370307,PPARGC1A;SOD1
KEGG_2021_Human,Cytosolic DNA-sensing pathway,1/63,0.0187539657915919,0.0672186147699071,0,0,64.29677419354839,255.6664806393233,TBK1
KEGG_2021_Human,Adipocytokine signaling pathway,1/69,0.0205246718159305,0.0672186147699071,0,0,58.60588235294118,227.74993771071075,PPARGC1A
KEGG_2021_Human,Peroxisome,1/82,0.0243520695000023,0.0672186147699071,0,0,49.1679012345679,182.66556005448464,SOD1
KEGG_2021_Human,IL-17 signaling pathway,1/94,0.0278739831564667,0.0672186147699071,0,0,42.79784946236559,153.2189343652742,TBK1
KEGG_2021_Human,Toll-like receptor signaling pathway,1/104,0.0308008128994232,0.0672186147699071,0,0,38.623300970873785,134.41736035500898,TBK1
KEGG_2021_Human,C-type lectin receptor signaling pathway,1/104,0.0308008128994232,0.0672186147699071,0,0,38.623300970873785,134.41736035500898,CYLD
KEGG_2021_Human,NF-kappa B signaling pathway,1/104,0.0308008128994232,0.0672186147699071,0,0,38.623300970873785,134.41736035500898,CYLD
KEGG_2021_Human,Glucagon signaling pathway,1/107,0.0316774286006728,0.0672186147699071,0,0,37.52452830188679,129.54033352045758,PPARGC1A
KEGG_2021_Human,Insulin resistance,1/108,0.0319694869760854,0.0672186147699071,0,0,37.17196261682243,127.98207714314653,PPARGC1A
KEGG_2021_Human,AMPK signaling pathway,1/120,0.035468466027925,0.0672186147699071,0,0,33.403361344537814,111.53753992591788,PPARGC1A
KEGG_2021_Human,Insulin signaling pathway,1/137,0.040407308005575,0.0672186147699071,0,0,29.20294117647059,93.70478036325976,PPARGC1A
KEGG_2021_Human,Apelin signaling pathway,1/137,0.040407308005575,0.0672186147699071,0,0,29.20294117647059,93.70478036325976,PPARGC1A
KEGG_2021_Human,Yersinia infection,1/137,0.040407308005575,0.0672186147699071,0,0,29.20294117647059,93.70478036325976,TBK1
KEGG_2021_Human,Fluid shear stress and atherosclerosis,1/139,0.0409869602255531,0.0672186147699071,0,0,28.776811594202897,91.92756222432686,SQSTM1
KEGG_2021_Human,Measles,1/139,0.0409869602255531,0.0672186147699071,0,0,28.776811594202897,91.92756222432686,TBK1
KEGG_2021_Human,Cellular senescence,1/156,0.0459022343700219,0.0697468818466206,0,0,25.598709677419357,78.87580619532028,SQSTM1
KEGG_2021_Human,Hepatitis C,1/157,0.0461907131207666,0.0697468818466206,0,0,25.433333333333334,78.20690271858014,TBK1
KEGG_2021_Human,Hepatitis B,1/162,0.0476320168708628,0.0697468818466206,0,0,24.637267080745342,75.00200327976852,TBK1
KEGG_2021_Human,Influenza A,1/172,0.0505091801307904,0.0714095305297382,0,0,23.184795321637427,69.2205289569504,TBK1
