Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Endomembrane System Organization (GO:0010256),5/196,1.6003532083269486e-07,6.0973457237256745e-05,0,0,57.57707969749855,900.958732410684,ALS2;VAPB;CHMP2B;SQSTM1;OPTN
GO_Biological_Process_2023,Nuclear Membrane Organization (GO:0071763),3/26,7.031322612422904e-07,0.00013394669576665633,0,0,236.71541501976284,3353.7179148572645,DCTN1;CHMP2B;TARDBP
GO_Biological_Process_2023,Endosomal Transport (GO:0016197),4/180,5.919423712584985e-06,0.0005967572598088273,0,0,45.02272727272727,541.9507900357814,ALS2;DCTN1;CHMP2B;SQSTM1
GO_Biological_Process_2023,Endosome Organization (GO:0007032),3/53,6.265168081982438e-06,0.0005967572598088273,0,0,108.74181818181818,1302.7819117959152,ALS2;CHMP2B;SQSTM1
GO_Biological_Process_2023,Regulation Of Autophagy (GO:0010506),4/241,1.872034573746713e-05,0.0014264903451949,0,0,33.33164556962026,362.8449477804264,C9ORF72;SQSTM1;OPTN;UBQLN2
GO_Biological_Process_2023,Vesicle Organization (GO:0016050),3/94,3.524811207578213e-05,0.0018805894497518,0,0,59.62537462537463,611.3448443967444,ALS2;CHMP2B;SQSTM1
GO_Biological_Process_2023,Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway (GO:0032510),2/15,4.752727986362482e-05,0.0018805894497518,0,0,256.06410256410254,2548.915005081115,VCP;CHMP2B
GO_Biological_Process_2023,Macroautophagy (GO:0016236),3/104,4.768864794108747e-05,0.0018805894497518,0,0,53.6948694869487,534.3078296101988,VCP;CHMP2B;SQSTM1
GO_Biological_Process_2023,Lysosomal Transport (GO:0007041),3/105,4.907099006892092e-05,0.0018805894497518,0,0,53.16577540106952,527.5237178994387,ALS2;CHMP2B;C9ORF72
GO_Biological_Process_2023,Positive Regulation Of Autophagy (GO:0010508),3/107,5.191409121134976e-05,0.0018805894497518,0,0,52.13811188811189,514.3904563597044,C9ORF72;SQSTM1;OPTN
